Epoch,Train Loss,Val Loss,Dice Score,Hausdorff Distance
0,0.2832672089338303,0.6477779000997543,0.0,175.33085398121966
1,0.23728280067443847,0.24989129602909088,0.14524604199868918,16.33693687711081
2,0.2237826943397522,0.2743183858692646,0.09476197467301972,59.52401837539278
3,0.2203291078408559,0.2251831516623497,0.4623565727379173,19.1049731745428
4,0.21261199911435444,0.2139550782740116,0.6754627674818039,5.0
5,0.2129789650440216,0.21360276266932487,0.6199805745854974,3.605551275463989
6,0.21089285910129546,0.22155650332570076,0.563122327090241,2.8284271247461903
7,0.21088529229164124,0.21355419978499413,0.694688412360847,3.0
8,0.21409798860549928,0.22117982804775238,0.7291434085927904,12.144660866915927
9,0.224254776040713,0.23303375765681267,0.4421342532004928,32.679328860510275
10,0.213894784450531,0.21256723999977112,0.7129836156964302,3.527396762855514
11,0.21621567904949188,0.2127327397465706,0.6618865537457168,3.1622776601683795
12,0.216314031680425,0.21509315073490143,0.6688716953212861,14.585727105111747
13,0.21053884029388428,0.210430309176445,0.6806262517347932,3.1622776601683795
14,0.20794211328029633,0.21022094413638115,0.7357638636603951,2.23606797749979
15,0.20643476247787476,0.2086862213909626,0.7485712822526693,2.23606797749979
16,0.20576458474000295,0.20800696685910225,0.7605103570967913,2.23606797749979
17,0.20532681544621786,0.209551353007555,0.722781628370285,2.23606797749979
18,0.20470713873704274,0.21060402691364288,0.7276161313056946,2.118033988749895
19,0.20614474813143413,0.20982413366436958,0.7152747302316129,2.23606797749979
20,0.20693949460983277,0.2140437811613083,0.7447394654154778,20.472423772788186
21,0.20552315016587575,0.20789577811956406,0.7615768443793058,2.23606797749979
22,0.20508520404497782,0.20900150015950203,0.7459458690136671,2.23606797749979
23,0.2050524691740672,0.20742720738053322,0.7588330029975623,2.23606797749979
24,0.20569678544998168,0.20687665045261383,0.7898068483918905,2.23606797749979
25,0.2049023856719335,0.20753704383969307,0.7660009884275496,2.23606797749979
26,0.20403936207294465,0.2072024941444397,0.7669837118592113,2.23606797749979
27,0.20359994173049928,0.20757076889276505,0.7645891350694001,2.23606797749979
28,0.20674768686294556,0.2074773646891117,0.77381133986637,2.854318584187533
29,0.20407324333985646,0.209952674806118,0.7520992085337639,8.471434899267429
30,0.2033823529879252,0.207648403942585,0.7990138912573457,2.23606797749979
31,0.20314835906028747,0.2075326405465603,0.793148479424417,2.23606797749979
32,0.20305189887682598,0.20744062587618828,0.7864810675382614,2.53224755112299
33,0.20288020571072896,0.2073688693344593,0.7921465011313558,2.23606797749979
34,0.20321808159351348,0.20733309909701347,0.7934618955478072,2.23606797749979
35,0.20289797683556873,0.207242950797081,0.7933654366061091,2.23606797749979
36,0.20285926262537637,0.20734236389398575,0.7943276083096862,1.8251407699364424
37,0.2028046747048696,0.20754896104335785,0.7917801635339856,2.23606797749979
38,0.20387652019659677,0.20766115561127663,0.7990597793832421,2.1711492836873463
39,0.20283332765102385,0.2074863389134407,0.7969920374453068,2.23606797749979
40,0.20294914444287618,0.20734280347824097,0.7974352976307273,2.23606797749979
41,0.20293440421422324,0.20726123824715614,0.792420294135809,2.23606797749979
42,0.2030693123737971,0.20729387551546097,0.7919288398697972,2.1711492836873396
43,0.20384448170661926,0.20714110136032104,0.7890537157654762,2.118033988749895
44,0.2025843898455302,0.20729709416627884,0.7977297622710466,2.23606797749979
45,0.20261244277159374,0.20741940662264824,0.7970202006399632,2.23606797749979
46,0.20262402792771658,0.2075614631175995,0.7921380558982491,2.23606797749979
47,0.2027118484179179,0.20753511786460876,0.7905735662207007,2.23606797749979
48,0.20277258058389028,0.20739177614450455,0.7935780398547649,2.23606797749979
49,0.20262215336163839,0.20722418278455734,0.796018579043448,2.23606797749979
