Epoch,Train Loss,Val Loss,Dice Score,Hausdorff Distance
0,0.34373733202616374,0.8029777556657791,0.0,inf
1,0.22978220482667286,0.3147110193967819,0.14194078062428162,44.90193882267578
2,0.23008004526297252,0.2570813521742821,0.16863060751347803,7.113078233584228
3,0.2223403056462606,0.22667662426829338,0.25806156899488997,25.494733940983316
4,0.21581671635309854,0.22158072888851166,0.6121694662142545,3.9605551275463897
5,0.21352370083332062,0.2189657986164093,0.5729253557510674,4.47213595499958
6,0.21134105424086252,0.21357057616114616,0.6327820648439229,2.8284271247461903
7,0.2094837725162506,0.21526480093598366,0.5707251532294322,5.332890886862643
8,0.20932331581910452,0.21726543083786964,0.6186582344816998,3.0
9,0.21006109515825908,0.21792089194059372,0.5997075023478828,3.0302775637732062
10,0.21182725429534913,0.31569498777389526,0.5791088678815868,46.780157932855424
11,0.21017442941665648,0.23657887428998947,0.6684530057937081,41.96687525165446
12,0.20705512662728628,0.21472275629639626,0.6939233266748488,2.23606797749979
13,0.207101176182429,0.2165924571454525,0.7130083794472739,3.2169892001050897
14,0.20532650450865428,0.21472207456827164,0.7008255990222096,2.23606797749979
15,0.20510635673999786,0.2186044342815876,0.6715579768642783,2.23606797749979
16,0.2060262531042099,0.2145370878279209,0.692919539869763,2.23606797749979
17,0.20976490676403045,0.22225221619009972,0.5115487488801591,2.618033988749895
18,0.21397209465503692,0.21617025882005692,0.5646148286177777,3.914213562373095
19,0.21300526758035024,0.2092437595129013,0.7676745394710451,2.23606797749979
20,0.21018213530381522,0.22186017781496048,0.6683708082418889,3.4541634565979917
21,0.20710249841213227,0.2122032307088375,0.7395617822185159,2.23606797749979
22,0.20591786007086435,0.2145715057849884,0.6966474405489862,2.8284271247461903
23,0.2056033025185267,0.2110847756266594,0.6972201620228589,2.8284271247461903
24,0.20524699091911316,0.20796135440468788,0.7709611169993877,2.23606797749979
25,0.2220730185508728,0.22675349563360214,0.5898218179354444,38.97544675091358
26,0.2181106855471929,0.23058540001511574,0.5965226742555387,10.442205054063145
27,0.20971914033095043,0.2182450331747532,0.6621837964848964,3.0
28,0.20844861666361492,0.2109004221856594,0.7081977427005768,2.8284271247461903
29,0.20728006760279338,0.21162787452340126,0.7586701327818446,4.404997447871118
30,0.20535678764184315,0.211684700101614,0.7467226656153798,2.23606797749979
31,0.20439379612604777,0.2115107886493206,0.7428098963573575,2.0590169943749475
