fold,best_epoch,best_dice,best_hd95,training_time,avg_inference_time,fps
0,29,0.8154255342483521,14.773961511239087,68.39302396774292,0.002562436190518466,390.2536202463121
1,39,0.8428731167316437,7.902444511902413,68.88936257362366,0.0025869644049442177,386.55344390854225
2,46,0.7504786178469658,18.58609423721284,68.75600957870483,0.0025506094098091125,392.0631658278246
3,35,0.789110763669014,5.936073533130755,71.82646203041077,0.002670198678970337,374.5039677667779
4,26,0.7253617990016937,35.45520252446685,66.58198428153992,0.002425253391265869,412.32804934994715
