Epoch,Train Loss,Val Loss,Dice Score,Hausdorff Distance
0,0.6711252775303153,0.48058982078845686,0.9581638384111149,121.20618556701031
1,0.3423344118650569,0.2702283584154569,0.9972648620605469,58.84786558546864
2,0.20460571279359419,0.17040062982302445,0.9989661697259883,19.67978285597752
3,0.1411544819210851,0.12261799035164025,0.999662458282156,11.690721649484535
4,0.10594150216080421,0.09339520507133924,0.9998201039648548,11.030927835051546
5,0.0833507732943047,0.07821943610906601,0.9991800619154861,12.391752577319588
6,0.0687668833794982,0.06319374705736454,0.9997567012137973,8.195876288659793
7,0.057334930830916696,0.052813911953797706,0.9998908958484217,8.381443298969073
8,0.04903728488919347,0.045428009560474984,0.9998760174230202,9.381443298969073
9,0.042492004241361174,0.039625109101717286,0.9998972163986914,6.0
10,0.036685907563497856,0.03464865483916723,0.999935327731457,5.463917525773196
11,0.0323744026380916,0.030318002288158123,0.9999119074074263,5.164948453608248
12,0.028703512537271478,0.027365510423596088,0.9999064563475933,6.103092783505154
13,0.025406537880731182,0.024067961539213475,0.999959921099476,3.216494845360825
14,0.02289724679187287,0.023327065918308038,0.9996692753329719,10.670103092783505
15,0.020652407996876294,0.02066479279444768,0.9998164625511956,6.628865979381444
16,0.018677669988815173,0.017642204864667013,0.9999808712103933,2.443298969072165
17,0.017049853928213895,0.016238990598000012,0.9999538537153264,6.032792715853367
18,0.0153453076951379,0.014575843699276447,0.9999892213909897,2.618556701030928
19,0.014083438661209372,0.013879878159898978,0.9999313256175247,8.103092783505154
20,0.01307281087217636,0.012371204435252227,0.9999710997355353,2.1649484536082473
21,0.01204616658736107,0.011611714457663206,0.9999318792647922,5.56701030927835
22,0.010941872893031253,0.010523694495742138,0.9999766933549311,2.443298969072165
23,0.010391165805590708,0.010027359239757061,0.9999278624033191,6.319587628865979
24,0.009459909788051318,0.009107291770096008,0.9999684298161379,4.412371134020619
25,0.00871610946866662,0.009151050391105505,0.9998164631656765,10.896907216494846
26,0.008262681904747042,0.007948217161286335,0.9999645733341729,6.164948453608248
27,0.007638248993993499,0.0072281001350627495,0.9999902383568361,1.5051546391752577
28,0.007208662984762774,0.008364938306980409,0.9997255445755634,12.608247422680412
29,0.006678866569039433,0.0064357410973081225,0.9999837820062932,2.7216494845360826
30,0.006512886032375486,0.006410828039336663,0.9999734777765176,5.350515463917525
31,0.00643485504050934,0.006424036020269761,0.9999703924680493,4.814432989690721
32,0.006475207980635555,0.006318815410710298,0.9999511874828142,4.453608247422681
33,0.0064058152872116065,0.006376852496312215,0.9999724460631302,4.505154639175258
34,0.006275145845964204,0.006089800288184331,0.9999970105505481,0.8969072164948454
35,0.0063128170535661455,0.006222864792037468,0.9999803163341641,3.051546391752577
36,0.006214346000274947,0.006241642153606965,0.9999426695489392,4.499115603735805
37,0.006184586367115032,0.0059652900538192345,0.9999985842360664,1.3298969072164948
38,0.006266937255426202,0.006071071570309309,0.9999789048715965,3.4536082474226806
39,0.0060819118543593,0.006234512664377689,0.9999599167981099,7.56701030927835
40,0.006101273141021646,0.00594037427352025,0.999981799076513,1.2268041237113403
41,0.0060328234008751635,0.00603651416559632,0.9999701485191423,3.752577319587629
42,0.005979155742584966,0.006251370820861597,0.9999373149626034,7.350515463917525
43,0.005909694066314503,0.006428084121300624,0.9998805903896844,9.77319587628866
44,0.005876920034372529,0.0059865986426862385,0.9999528926672395,3.8247422680412373
45,0.006039888825440823,0.005715144977260094,0.9999805565961858,3.051546391752577
46,0.005756308162195045,0.005881830333517148,0.999960710707399,3.783505154639175
47,0.005773190430603748,0.00573255827363867,0.9999595130841756,3.7010309278350517
48,0.0058024881169373215,0.005700165262589088,0.9999723588068461,2.948453608247423
49,0.005639065511871216,0.0055638763408821365,0.9999800668549292,3.463917525773196
